Comment,Rate,Time,User
Chào bạn! Xin lỗi đã để bạn chờ lâu!Dạ trường hợp này bạn vui lòng mô tả rõ hơn tình trạng Bluetooth yếu có được không ạ? Hai thiết bị kết nối với nhau bao xa vậy ạ? Mong phản hồi từ bạn.,0,22/05/2019,Trần Khang
,0,,
"Mình sài được 1 tháng rồi,lúc đầu còn gặp vài lỗi,còn sau khi cập nhật phần mềm lại thì ok hết,máy mượt,camera ổn,pin trâu lắm luôn.
",5,22/05/2019,Kỳ Nam
Bạn sài 1% pin của mấy khoảng bnhiu phút v,0,22/05/2019,Linh
,0,,
"Cảm biến vân thì thua những dòng điện thoại rẻ thúi của trung quốc.
Dùng vân tay mở khóa thì không khớp mà bỏ vào túi quần là tự mở khóa nhảy lung tung.
Toàn bị mở khóa khi bỏ vào túi quần mặc dù đã lâu chùi các kiểu vì sợ còn bám dấu vân tay nhưng khi bỏ vào túi vẫn tự mở khóa. Chịu thua với dòng máy này",1,22/05/2019,Cảnh
,0,,
Mình mới mua góp dc 1 tuần . H bán lại shop dc ko ad . Vân tay chậm . Vs game ít mượt,1,21/05/2019,Thảo
,0,,
"Đến phần điện thoại=>Quan trọng là mình thích, và do người sử dụng, máy tầm giá tiền này thì đòi hỏi cao làm gì, tiền nào của nấy các bác ạ,",5,21/05/2019,Thái
"Dùng điện thoại a50 một tháng Bàn phím loạn k bấm mà tự động chạy 
Còn lai tạm",2,31/05/2019,Thu Hồng
,0,,
Sau gần một tháng sử dụng a50 cho cảm giác rất tuyệt vời. Với đt tầm trung như thế này không có gì bàn cãi. 😁,5,31/05/2019,Phúc Tấn
Bạn ơi cho hỏi vân tay của máy tốt không bạn.,0,02/06/2019,Nguyễn Minh Nhựt
,0,,
Cảm biến vân tay dưới màn hình k ăn thua chạm cả ngày chưa mở đc nữa bó tay thiệt chứ như đồ chơi trẻ em zậy,1,31/05/2019,Maihuuloi
,0,,
mình dùng hơn 1 tháng.máy sài rất lỗi.lỗi bàn phím.bấm phím này ra phím khác.chạy 4g mà đứng miết.tự động khỏi động lại máy.lại có cái lỗi đang nghe nhạc mà nghe dt.nghe xong nhạc vẫn chạy mà âm lượng thì k có.,2,30/05/2019,lê văn lợi
,0,,
,0,,
"Sợ mỗi pin tụt nhanh như các bạn review nhưng mua máy trải nghiệm 2 ngày thấy ổn, vân tay thì hơi kém thật,  cứ no match nên dùng face, màn hình rộng-đẹp, máy cầm thích, dùng android 9.0 thấy ổn định, k thích chụp hình lắm nên k có nhận xét, nói chung là 1 chiếc máy ổn so với mức giá tiền. ",5,30/03/2019,Le my Tra
,0,,
"Cảm ứng ko nhạy, camera chụp đẹp, sạc nhanh, pin cx ko trâu lắm đâu, loa khá ổn, cả đêm chỉ tụt 1% pin, so vs con j7 prime mh dùng trc thì A50 này mh ko thích bằng j7 prime. Cảm ứng có vẻ ko ổn định đâu. Đừng thử ",3,30/03/2019,Phan thị thúy hằng
2 số imei của máy có trùng với 2 số imei ngoài hộp kg bạn,0,30/03/2019,Nguyễn Chí Hữu
"Máy này có sẵn tấm dán màn hình, nếu cảm ứng của máy bạn không được nhạy hãy vào Cài đặt -> Màn hình -> Độ nhạy cảm ứng -> bật nó lên. Con này màn hình không được sắc nét do khoảng hở giữa các pixel lớn uổng cái Super AMOLED",0,30/03/2019,Vũ
,0,,
"cảm biến vân tay cực kém nói thẳng là nên vứt đi. chuyển sang dùng nhận diện khuôn mặt. mới dùng thì rất nhanh và chính xác tới nay là gần 1 tuần thì khả năng nhận diện ngày càng chậm và hay báo sai. Đây là sản phẩm kém chất lượng chứ không phải lỗi nữa, samsung sản xuất ra mà họ không tự trải nghiệm trước khi bán. Bán hàng không có tâm như thế thì tôi xin hứa đây là sx cuối cùng tôi mua gắn mác samsung.",1,30/03/2019,Quốc Ngữ
"Thế giới di động sẽ liên hệ hướng dẫn, khắc phục lỗi sản phẩm",0,08/11/2019,Xong Lê
Thế giới di động đã liên hệ và xử lý hoàn tất với quý khách,0,08/11/2019,Xong Lê
Nếu dùng bình thường thì pin trâu thật. Còn dùng để chs game thì chả có máy nào bin bền đâu... ,0,09/11/2019,Minh Tiến
,0,,
Pin bền sóng khỏe mình không chơi game nên dùng rất tốt ko có gi phải chê cho 5 sao luôn,5,06/11/2019,Minh hằng
Dùng ok không chế. Em đang tính mua,0,22/11/2019,Thái Thục Oanh
"chỉnh lai tại bạn không biết xài, mục tự động điều chỉnh ánh sáng, k thitk thì tắc bỏ,ok",0,09/04/2019,xuyên
,0,,
A50 quá tuyệt vời mọi người ơi! Mình đăng kí vân tay 1 ngón thôi nhưng có thể mở được bằng cả 9 ngón còn lại. Nhưng kệ . kết mỗi camera :)),5,07/04/2019,Tạ Văn Sơn
Haha giong tui cug bi ik chang,0,08/04/2019,Linh
🤣🤣🤣,0,08/04/2019,Pekka
Lm gi co,0,08/04/2019,Điep
Thế đã khắc phục đk chưa hhhh,0,08/04/2019,Tạ văn sơn
"Sao lại thế được. Bảo mật vân tay kiểu cùi ah. Ra CH bảo họ khắc phục lỗi ngay, ko thì phải đổi lại cho mình máy mới chứ l",0,09/04/2019,Nampopo
"T lậy mày, vậy ai cũng mở đc à ;))",0,09/04/2019,ttvan
bình luận hài hước,0,09/04/2019,trần huy luyện
"đang sử dụng, không thấy tình trạng như bạn nói",0,19/04/2019,Huan
,0,,
,0,,
"Chơi 1 thời gian chơi game đt bị chạm màng hình từ khu vực camera đến phím home. Chơi ff bị đứng màng hình khi bật khjng hình cao
",2,28/07/2019,Hồ quốc thanh
,0,,
"Mua xài đc 15 ngày, pin ok, chụp đẹp, mọi thứ ổn. Mình mua chỉ lên mạng ko chơi game nên thấy ok.",4,28/07/2019,Trâm
,0,,
Đã tậu e ấy về mấy tuần .sử dụng ok nhưng vân tay kém.Mọi người ơi cho em hỏi sau mới mua ma loa điện thoại  bị rè rè người ta nói chuyện nghe không được luôn.tắt gọi lại thì được vậy? Nhưng viên nhiệt tình ,3,26/07/2019,Nguyễn Kim Nhẫn
"Thế giới di động sẽ liên hệ hướng dẫn, khắc phục lỗi sản phẩm",0,27/07/2019,Xong Lê
Thế giới di động đã liên hệ và xử lý hoàn tất với quý khách,0,27/07/2019,Xong Lê
Loa ngoài nó kêu to và rè dống tui,0,27/07/2019,Hieu
,0,,
"A50 Máy quét vân tay hơi bị chậm,thêm 1 điểm trừ nữa là màng hình hơi dài,máy có chức năng hơi lu bu không như ý muốn,",3,20/04/2019,Đạt tôn
,0,,
Máy sài oke. Mỗi tội vân tay siêu âm độ nhảy hơi kém với mức giá này thì chấp nhận được.,4,20/04/2019,Huỳnh
Vân tay sinh trắc học bạn ơi. Vân tay siêu âm là của s10,0,21/04/2019,Tâm
,0,,
"Xài dc tháng, máy chạy mượt mà các game và ứng dụng.
Pin ổn xài dc hơn một ngày các tác vụ game và giải trí. Ok",5,19/04/2019,Nguyễn thế trường
bạn ơi mình tính mai đi mua máy này mà xem cmt thấy hơi hoang mang.bạn có thể cho mình biết 1 chút về khả năng quét vân tay sau khi đã cập nhật vá lỗi với khả năng bắt sóng wifi/4G ntn ko,0,19/04/2019,Hoàng Anh
Vân tay tạm rồi. 4G thì thôi yếu lắm. Có lúc mất cả sóng,0,20/04/2019,T
,0,,
"Vừa mua máy này hôm qua thôi nhưng mình có một số nhận xét đơn giản và quan trọng là THẬT về máy A50 này nhé. Thứ nhất là vân tay, cá nhân mình thấy chưa nhạy lắm mà đa phần thì nhận diện khuôn mặt sẽ có tốc độ nhanh hơn, nhạy và ổn hơn. Thứ hai là cảm ứng, mình có thấy một vài trường hợp bấm chữ cái bị dính và 'quá nhạy', nhưng sau khi mình tìm cách khắc phục bằng cách thay đổi kích thước bàn phím để nó to hơn thì việc nhấn chữ bị dính cũng giảm đi thấy rõ. Còn vấn đề về pin kh trâu so với con số 4000mAh thì mình công nhận. Thực ra mình cũng có cố tắt đi nhwngx ứng dụng chạy nền, v.v... nhưng pin vẫn tụt. Mình khá hy vọng về con số 4000 vì mình là người thường xuyên dùng đt với tần suất dày, chỉ đơn giản là những tác vụ thường như fb, zl, insta... và kh chơi game, nên hơi thất vọng. Vấn đề camera, mình cảm thấy đều ổn. Về lâu dài mình vẫn kh biết liệu rằng A50 có thật sự là ổn kh nên mình sẽ không nói. Nhưng với tầm giá này và một thương hiệu lớn như Samsung thì cũng ổn rồi.",4,23/06/2019,Thảo Vy
Pin hao vì màn hình 6.4 đó bạn và full hd ,0,25/06/2019,Linh
,0,,
"Sản phẩm dùng tương đối tốt, tuy nhiên cảm ứng hay bị loạn, ko rõ vì các bản cập nhật phần mềm hay do phần cứng của máy nhưng rất khó chịu mặt dù chỉ thỉnh thoảng xảy ra. ",4,23/06/2019,Le Tuan
"Cua Minh Chung vay voi lai 4g thi rat yeu,chan thiet",0,23/06/2019,Cuong quoc
bạn ra tiệm gắn cường lực sẽ hết nhé <3,0,26/06/2019,Vinh
,0,,
"Sp tôi vừa mua cho vợ sd được 15 ngày ,tác vụ cơ bản xài ổn định,lướt web,fb máy chạy vù vù ,pin trâu,máy đẹp,mỗi tội camera chụp đêm không tốt lắm,sp chấp nhận đc trong tầm giá.",4,21/06/2019,Nam
,0,,
tầm này tiền cũng là khá cao rồi rồi chứ sao bạn lại nói thế,0,26/05/2019,Quỳnh
,0,,
"máy mới dùng đc 1 tháng đa mở ko lên nguồn.thất vọng về tgdd.các bạn nên xem lại chất lượng máy trước khi bán ra.chúng tôi bỏ tiền để mua sản phẩm chứ ko phải mua sự bực mình
",1,21/05/2019,trần tuấn anh
,0,,
Máy suốt ngày đơ đơ loạn ứng dụng tùm lum.. Mặc dù không chơi game.. Bực cả mình,1,20/05/2019,Thành
"Mấy sử dụng rất tốt,pin ổn,mượt, cam chụp rất tốt,shop uy tín còn tặng cả csdp. Cảm ơn tgdd

",5,30/05/2019,Đinh Trường Nguyên Khang
,0,,
"Tôi mua sản phẩm này vào ngày 28/03/2019 cho cậu em sử dụng thay máy cũ bị hỏng, thấy phản hồi rất tốt, đáp ứng đầy đủ các nhu cầu phổ thông từ lướt web, xem phim, game, chụp ảnh.
Màn hình nhìn chung đẹp ăn đứt các thiết bị khác trong tầm giá; máy chạy mượt mà, ít nóng, chơi game ít bị giật lag; camera ngon đủ dùng; sóng sánh ổn định.
Duy chỉ có điểm loa ngoài để to thì bị hơi chói, chắc tại đang xài Note 9 nghe sang con này mới thấy rõ, còn thằng em nó nghe suốt cũng chưa thấy chê gì.
Vấn đề vân tay nhận diện chậm và một số bug phần mềm khác sau thì sau khi cập nhật đã được khắc phục gần như hoàn toàn.",5,30/05/2019,Nguyễn Huy Phúc
,0,,
sau  1 tháng sử  dụng  cảm  nhân  của  mình  máy  pin trâu.con chíp  9610 chạy  rất  là  mượt  mà.nhân  viên  tgdd tư  vấn  nhiệt  tình  vui vẻ. Mình  cho 5sau  luôn. ,5,30/05/2019,Hoàng  vũ
Vậy bạn cho mình xin ý kiến là nó có sạc lâu không và có lỗi cảm ứng không bạn,0,31/05/2019,Huy
"Cái này cảm biến quang học. Chứ không phải điện dung ở dòng phím nguồn cơ, cảm biến siêu âm ở dòng cao cấp. Mua bản trung cấp đòi cbvt trong màn hình thì chỉ được thế thôi",0,30/03/2019,Hiến
,0,,
"Máy đẹp, màn hình đẹp,  pin xài khá lâu và sạc nhanh. 
Điểm trừ là vân tay hơi chậm,  màn hình và mặt lưng dễ bám vân tay. ",5,30/03/2019,Lê Minh Trí
,0,,
"Lần đầu tiến thấy samsung bán dt dùng chip sản xuất trên quy trinh 10 nm có vân tay dưói màn hình với giá rẽ như vậy...dùng máy đc 1 tuần thấy là máy màn hình đẹp, cảm giác cầm máy rất chắc tay, lướt wed fb zl chơi game rất mượt trog tầm giá,camera chụp hình đẹp sống động,pin thỳ tạm ổn,sạc nhanh nhưng còn quá chậm so vr các hãng khác nên học hỏi các hãng sx dt trung quốc,nhân diện khuôn mắt máy rất nhạy còn phần vân tay quá tệ cứ như để cho có vậy k nhận đc gì cả,mặt lưng máy đẹp nhưng bám vân tay quá nhìu.",4,30/03/2019,Nguyen Khang
,0,,
,0,,
Cảm ứng quá chậm. Tiếp điểm kém . Mới trải nghiệm đc hơn nửa tháng mà thấy quá tồi. Lựa chọn sai lầm khi mua nó . ,1,04/11/2019,Đào Xuân Sinh
"Máy mua về sài dc 2 ngày phát bệnh  đứng màn hình  rồi chút nó tự khởi động lại  , mái mới mua trong tháng bị đứng máy 3.4 lần quá tệ",0,06/11/2019,Trần quốc kiệt
"Căng lắm, mất kết nối 3G liên tục.",0,06/11/2019,Thiện
,0,,
Cảm ứng rất tốt. Pin trâu. 3 ngày mới phải sạc lại. Cảm ứng vân tay cũng rất nhạy. Game tốt ko lag. Rất mượt sau khi update hệ thống. Máy mua đã được 3 tuần. Tuyệt vời trong tầm giá.,5,29/10/2019,Nguyễn Bửu
Moi thi z do 5 thang sao thi biet,0,01/11/2019,Huynh van non
5 tháng rồi. Thằng nào mồ hôi tay dùng chư này thì chỉ muốn đập máy. Game thì lag thôi rồi. Chơi liên quân gần như vombat mình đứng im. 1 sản phẩm quá tồi và bây giờ t quá hối hận,0,03/11/2019,Tuyen
"Loạn cảm ứng, tình trạng mất kết nối 3G dãy ra thường xuyên..muốn đập cho khỏi ức chế",0,06/11/2019,Thiện
,0,,
"nhìn tổng quan thì đẹp. nhưng pin mau hết máy mau nóng. pin 4k mà xài thua j4+, j7pri",3,28/10/2019,ngân
Đúng r bn. Mình thấy pin mau hết lắm.,0,31/10/2019,Nguyễn ba thông
,0,,
Mình mua máy trong tầm giá 5 triệu rưỡi nói chung là ok.Màn hình đẹp camera thì ok pin trâu....Nói chung là ok trong tầm giá,5,27/10/2019,Anh Quý
,0,,
1:cam đẹp màn ok 2:vân tay như gì chán vô cùng 3: Wifi 65 mb/s mà liên quân free fine lag thôi rồi đi fps thì không tụt nhưng..... giật lag thì khỏi chê. 4: máy chỉ mượt độ khoản 60/100 pin thì sạt thì nhanh nhưng... tụt nhanh hơn cả con huawei gr5 2017 pro.Tóm lại khá là hối hận nếu có sự nhẫn nại có lẽ mình đã mua con asus zenfone max pro M2. Chán kinh........!,3,07/04/2019,Hoàng Dỉ
,0,,
"Vân tay thì k nhạy, cảm ừng thì chậm thỉnh thoảng còn k nhận,sóng wifi yếu,chơi liên quân thì giật méo tả đk lun",1,07/04/2019,Ng văn luân
,0,,
Cho 5 sao. Chơi game ngon hơn cả con s8 6g.Hàng điện tử nên củng phải có lỗi mới có bh chứ.,5,07/04/2019,Nguyen khai
,0,,
"Mua máy từ ngày 23/3.dùng cảm thấy tất cả mọi chức năng tốt.tuy nhiên một số cái không tốt.
Pin kém chỉ dùng trong ngày
Vân tay thì quá tệ.
Bắt wifi kém.",4,07/04/2019,Viết chiến
,0,,
"Thật sai lầm khi mua A50, nhắn tin phím chạy lung tung,dùng lâu lâu bị chậm,phải khởi động lại thường xuyên,
Bắt WIFI yếu quá trời luôn,đang dùng thì tự dưng bị lỗi wifi k chạy được,xuất hiện "" ! "".trong khi máy khác đang dùng ok của mình bị mất,ức chế chỉ muốn ném đi luôn thui,wifi căng đét nhưng đag xem you tube thì bị lỗi ""!"" Thường xuyên.
Vân tay thì thà không có còn hơn,nhận vân kém 5-7 lần mà k mở đc.
Tóm lại quá thất vọng về A50.",2,07/04/2019,Mềnh
,0,,
,0,,
A50 mau hết pin quá thua j8 nữa 😡😡 ok hết những có pin là ko ok hơi thất vọng hhh,1,25/07/2019,Phan thanh vu
Màn hình 6.4 full hd nên mau hết bin thì phải,0,26/07/2019,Linh
Chuẩn mình mới mua 1 tuần cx thấy tuột pin khá nhanh,0,26/07/2019,Dương
,0,,
"Sau hai tháng sử dụng.
Máy có tình trạng sau: khi xem phim online thì sau 1h tự dưng tua lại phim từ đầu( thử khôi phục máy rồi,k ăn thua).
Thi thoảng đơ thanh điều hướng và thanh công cụ( giật lia lịa).
Còn lại sài ok.",3,25/07/2019,Hoành văn tân
